Der Versuch Tomaten Reifegradbestimmung wurde mit dem Dpark fun NIR Triad durchgeführt. der misst 18 wellenlängen von 410 bis 940 nm. Die Umgebung war verdunkerlt und Klimatisiert auf 22°C.  Die Studenten  Leonhard, Samuel, Frederik und Luzia aheb die Messungen durchgeführt. Zur Kallibreirung wurde ein Refraktometer benutzt und der Frucktose gehalt der Früchte gemessen.Zielsetzung kalibreirung des NIR Sensors zu finden die am besten zu den gemessenen Daten passt

Counter;Messobjekt;Kurz;Tomate;Rispe;Reihe;Tag;Brix;Temp0;Temp1;Temp2;A_410;B_435;C_460;D_485;E_510;F_535;G_560;H_585;R_610;I_645;S_680;J_705;T_730;U_760;V_810;W_860;K_900;L_940
1106;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;37;43;34;1982.57;2963.88;8677.40;1793.63;4031.95;6291.92;1702.48;3503.52;25080.98;3314.80;6867.09;1800.14;2285.15;1269.65;3547.62;4671.08;2173.63;1565.18
1107;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;37;43;34;1396.26;4648.12;4022.99;2355.38;3550.59;7656.06;821.14;1669.70;21294.74;3212.99;4385.51;1044.26;2361.89;1445.91;3026.79;5655.29;2653.14;1183.95
1108;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;37;43;34;1368.61;5497.02;4425.67;2537.75;5380.66;7773.08;1423.75;2987.54;22010.07;4810.67;4206.45;1767.65;2031.16;1059.11;2740.42;3704.80;3356.55;1713.66
1109;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;37;44;34;2879.53;3762.44;14221.74;1909.77;5702.56;10788.98;1246.16;2471.02;23927.11;4192.45;4376.41;1425.13;2526.87;1490.57;2372.92;5120.59;2707.35;1303.68
1110;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;37;44;34;1410.90;2352.13;6661.10;2485.28;7262.13;6948.26;1169.70;2342.83;28702.05;4801.86;5408.29;1468.46;2987.28;1774.49;3086.83;6318.90;2772.84;1241.42
1111;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;37;44;34;1421.47;2722.86;7683.66;2166.98;4383.66;5528.43;1467.09;2907.09;20900.63;4273.22;4979.35;1634.53;2158.54;1225.79;2850.75;4056.79;2867.19;1443.53
1112;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;38;44;34;2420.07;3251.36;7295.39;2321.83;4555.04;8915.15;1425.56;2887.24;23067.12;5081.85;4062.79;1672.43;2323.52;1299.16;2462.16;4212.60;3509.35;1592.96
1113;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;38;45;34;1947.60;3418.82;3806.75;3237.14;2318.13;6844.63;1766.29;3614.55;22674.14;6808.27;4540.29;2042.48;2217.63;1197.88;3395.10;4264.17;4004.35;1728.98
1114;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;38;45;34;1893.12;5577.36;8810.98;3418.66;6960.35;5409.29;1662.14;3372.11;32006.47;5192.96;4832.66;1881.37;3007.23;1767.31;2726.63;5617.18;2848.88;1508.67
1115;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;38;45;34;1480.02;2829.33;10172.80;2640.99;5903.74;5658.85;1757.86;3723.43;23693.60;4124.41;6290.45;2062.34;2196.14;1226.59;3460.81;4356.09;2507.38;1702.16
1116;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;38;45;34;1630.46;3299.76;4901.40;3725.77;3926.89;5780.82;1620.00;3350.66;24468.16;5922.79;5367.83;1892.21;2520.73;1460.26;3264.49;4986.07;3239.67;1592.96
1117;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;38;45;34;3410.54;4011.21;5071.50;2372.59;5995.40;9798.48;1219.67;2349.27;22128.53;4506.21;6492.78;1352.48;2581.35;1521.67;3569.52;4748.43;3147.43;1381.27
1118;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;38;45;34;1942.73;3355.90;9485.65;2702.92;4153.41;9143.56;1172.11;2397.54;27360.24;5439.17;5067.36;1604.29;2734.05;1490.57;3080.34;5527.50;3431.19;1538.36
1119;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;38;45;35;1501.97;5080.80;9294.40;4019.11;7331.43;9018.78;1274.45;2879.73;18975.61;4969.75;4343.02;1472.97;2103.29;1160.39;2644.69;3464.92;3270.65;1732.81
1120;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;38;45;35;1774.39;5063.38;3416.56;2656.47;4356.09;7206.99;1007.16;1913.21;23978.37;3014.75;7992.05;1271.70;2552.96;1587.07;4598.19;5727.03;2424.30;1186.82
1121;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;38;45;35;1118.14;3657.90;5060.93;2437.96;4616.14;5185.81;926.49;1877.81;19774.09;5388.27;4101.24;1004.09;2294.36;1425.17;2538.42;5842.49;3687.49;1219.39
1122;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;38;45;35;2141.96;5896.79;3919.20;3377.36;4095.29;8873.55;1104.08;2502.13;18116.76;3068.10;4728.46;1299.68;2008.14;1173.95;2995.15;4291.07;2546.81;1599.67
1123;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;38;45;35;1433.66;3320.09;4776.46;2416.46;5502.86;6363.83;1168.50;2296.71;33057.82;3918.34;6182.21;1573.60;3392.43;2077.54;3575.20;7298.63;2622.15;1229.92
1124;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;38;45;35;983.97;2094.66;5990.28;2965.30;5027.46;5228.11;1294.92;2602.43;20553.21;4006.94;3917.12;1513.58;2087.18;1194.69;2612.24;4677.80;3172.78;1539.32
1125;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;38;45;35;975.02;2154.67;3329.11;1797.93;3094.57;4979.96;833.78;1580.12;25814.53;2530.16;6915.65;1180.09;2798.51;1744.98;4156.87;6901.81;2093.36;1032.60
1126;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;38;45;35;3608.15;4689.74;8281.44;2052.57;6642.18;6196.05;1541.14;3367.82;26502.53;4467.05;4450.26;1937.78;2849.15;1619.77;2547.34;4873.97;2843.25;1613.08
1127;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;39;46;35;2603.04;4038.31;5621.23;2379.47;3534.94;8352.57;1260.60;2432.41;25276.90;5587.49;4945.97;1653.48;2559.10;1393.27;3013.00;4459.22;3468.51;1364.99
1128;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;38;45;35;1450.74;2569.92;5110.91;1967.40;3505.14;7369.84;1633.85;3455.25;23183.30;5347.15;4647.53;2033.00;2077.20;1041.56;2898.61;3603.92;3323.46;1794.12
1129;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;38;45;35;1066.10;3514.65;14019.92;1143.28;6111.64;7800.58;1135.99;2167.44;14799.82;2173.81;5624.79;1123.23;1524.71;889.24;3293.70;3147.68;1920.85;1217.47
1130;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;38;45;35;2169.61;5824.19;6616.89;3717.17;4201.84;10657.15;1444.82;2784.26;24896.45;6522.90;9816.06;1697.70;2807.72;1589.46;4989.22;4974.86;3338.25;1441.62
1131;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;38;45;35;913.22;1406.44;2355.55;2148.06;4903.77;4514.68;1361.74;2676.99;26089.05;6548.84;4608.07;1696.80;2468.55;1465.85;2920.52;5821.19;3911.40;1523.99
1132;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;38;45;35;1228.74;2113.05;6625.54;2439.69;4293.50;6613.39;1028.83;1972.74;29036.94;4225.74;5433.58;1463.94;2811.55;1662.04;3177.69;6543.10;3000.97;1233.76
1133;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;38;45;35;2420.89;3602.73;6568.83;1417.70;4363.54;10854.54;1311.78;2671.62;19275.19;4865.98;7115.96;1218.90;2116.34;1341.43;4384.02;4621.76;3205.17;1246.21
1134;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;39;46;35;1343.40;2302.77;11393.35;1210.38;4844.90;6215.08;1160.67;2641.05;50306.62;4316.78;5842.29;1864.68;4038.54;2521.76;3113.60;11287.04;2709.47;1407.13
1135;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;39;46;35;2116.75;5040.14;3193.60;2173.87;5934.29;9397.35;946.36;1888.00;28782.93;5262.47;5648.05;1452.66;3047.90;1730.62;3331.83;6122.73;3557.93;1166.70
1136;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;38;46;35;2282.64;5062.41;4831.24;4343.43;4986.48;8289.83;1388.23;2990.76;16481.07;5118.07;3200.87;1648.06;1801.73;988.13;2046.80;3343.85;3977.59;1839.14
1137;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;38;46;35;1934.59;5744.82;3283.94;2927.45;5020.75;10124.89;1224.48;2362.14;16434.37;4837.10;4646.52;1282.98;1769.50;926.72;2850.75;2716.11;3473.44;1500.05
1138;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;39;46;35;3194.23;5696.42;6657.25;2992.83;3809.16;14841.19;978.87;1798.96;21949.70;5863.56;5004.64;1119.62;2499.24;1403.64;3487.59;4342.64;3544.56;1176.28
1139;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;38;46;35;2973.86;3996.69;4181.56;2584.21;2882.20;9873.92;1134.18;2230.20;26061.71;0.00;4770.95;1469.81;2671.90;1488.18;2725.01;5310.03;0.00;1293.14
1140;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;39;46;35;1494.65;2355.04;7979.67;1425.44;4547.59;6883.40;1292.51;2547.19;21500.91;3836.10;5896.92;1393.09;2286.69;1390.88;3477.04;5211.39;2669.33;1371.69
1141;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;38;46;35;2420.89;4413.88;11987.28;2250.43;4564.73;9760.41;1372.58;2904.94;19435.79;4272.73;5061.29;1491.47;2044.98;1157.20;2830.47;3573.65;2722.84;1549.86
1142;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;39;46;35;2268.82;4961.74;5437.67;1722.23;3497.69;11551.76;1150.44;2199.09;19457.44;6313.40;6252.01;1264.03;2039.60;1178.74;4387.27;3764.21;3222.07;1249.08
1143;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;38;46;35;2193.19;3126.50;6482.34;1888.26;3385.92;8118.52;1481.54;3012.75;28323.88;6847.42;4248.94;1862.87;2472.39;1343.03;3438.10;5120.59;3638.91;1480.89
1144;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;39;46;35;2119.19;2938.71;16209.21;2381.19;6266.63;6890.45;1394.25;2966.09;22309.64;2095.00;7447.78;1558.26;2323.52;1331.06;4056.28;4741.70;1735.66;1406.17
1145;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;39;46;35;2167.17;3065.52;6769.70;2228.92;3800.21;10438.60;731.44;1342.52;27097.12;4168.47;5790.70;963.03;3127.70;1929.21;3352.11;7143.94;2761.57;1064.21
1146;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;39;46;35;2098.86;3158.44;11872.92;1663.73;3870.26;8574.64;1538.73;3227.83;28651.93;5843.00;4641.46;1944.55;2371.10;1275.24;2977.31;4659.87;3173.48;1614.04
1147;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;39;46;36;1489.78;6403.03;10710.03;5132.29;8522.91;10757.25;1495.39;3258.40;21382.45;6389.27;4405.74;1683.26;2569.84;1439.53;2554.64;4182.34;3155.18;1705.03
1148;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;39;46;35;844.91;2718.02;2206.59;2363.12;1415.77;5664.49;1180.54;2992.90;35387.20;7650.18;9241.44;1871.90;3064.01;1653.26;5286.95;5826.80;4369.08;1895.65
1149;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;39;46;35;1472.70;4593.92;12089.15;2367.42;5657.10;7921.83;2745.76;6027.65;34430.39;5263.45;5713.81;2469.39;2776.26;1427.56;3374.82;5223.72;2879.16;2069.99
1150;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;39;46;35;1717.47;2422.79;18133.25;3687.92;10108.57;7974.71;1666.96;3498.69;26426.21;3473.40;4341.00;2085.35;2476.22;1256.89;2305.59;4153.19;2174.33;1743.35
1151;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;39;47;35;2868.14;4667.48;5767.31;3891.80;4698.85;9507.33;1149.84;2318.16;23355.30;4552.22;6699.16;1207.17;2683.41;1660.44;3886.72;5925.44;2917.18;1244.29
1152;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;39;46;36;1504.41;2031.74;12662.91;4248.80;5344.14;7141.42;1266.63;2658.21;25292.84;3218.37;6129.60;1819.55;2455.50;1234.56;2993.53;4303.40;2303.89;1658.10
1153;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;39;46;36;5080.85;7603.29;14706.12;2440.55;7151.85;16766.48;911.44;1551.16;21024.78;4754.87;5288.92;965.73;2616.65;1550.38;3272.60;4357.21;2646.80;1044.09
1154;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;39;46;36;4343.28;4045.09;8095.96;1803.10;3981.28;11413.59;1667.56;3617.23;29394.60;6992.31;4967.21;1891.75;2903.63;1610.99;3627.12;4879.58;3709.32;1747.18
1155;30301T5;3To3Ri2Re5Ta;3To;3Ri;2Re;5Ta;6.433333333;39;46;36;5444.35;7693.31;7905.67;5350.79;8206.97;9402.29;1633.85;3566.81;20964.41;6463.18;2265.09;2322.27;1908.39;719.36;2198.50;1567.12;4819.72;2248.15
1156;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;38;43;35;731.88;2077.23;5730.79;1554.48;8415.61;12697.35;1388.23;2147.06;32341.35;3665.76;5770.46;2412.53;3401.64;1586.27;3915.12;4434.55;3067.16;1185.86
1157;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;38;44;35;1729.67;4058.64;5367.51;5179.60;9513.95;18282.18;984.89;1664.33;33759.48;4527.26;4998.57;2149.43;3321.07;1469.04;3533.02;5268.56;3086.17;1282.61
1158;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;38;44;35;2385.10;3051.00;4444.90;2799.27;5342.65;11415.70;806.09;1662.72;32857.35;5271.77;10644.60;1455.82;3617.27;2156.50;5308.85;8269.39;3741.71;1518.25
1159;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;38;45;35;1081.55;1755.87;4784.15;2925.73;8303.09;6411.07;893.98;1864.40;44042.92;4612.43;7613.69;2011.34;4004.77;2174.84;4719.88;9610.07;3236.15;1611.16
1160;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;38;44;35;1271.03;2840.95;5863.42;3015.20;7970.02;10745.97;568.30;1172.49;27473.01;4739.70;9683.53;1162.94;3257.38;1938.78;5260.18;7396.16;3415.00;1463.65
1161;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;38;45;35;2808.78;2569.92;5899.94;2972.18;6847.09;12272.25;495.45;868.91;31473.39;4743.12;11457.97;1035.68;3433.87;1981.04;5511.67;8466.68;3415.00;1165.75
1162;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;38;45;35;1557.27;1949.46;3529.01;2339.04;9201.73;10195.39;602.61;1054.49;33605.71;4892.42;7248.49;1424.68;3412.38;1849.45;4700.41;8317.59;3530.47;1086.24
1163;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;37;45;35;1049.02;2733.51;2781.30;3583.83;4850.86;10593.70;670.64;1181.07;24172.01;2494.42;4846.82;1428.29;2395.65;1251.31;4160.12;5778.60;2807.34;1232.80
1164;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;38;45;35;1493.84;3707.27;5836.51;3657.81;6001.36;13026.58;1379.20;2424.36;27062.94;3635.90;3814.94;2330.85;2808.48;1284.81;3156.59;3622.97;3586.80;1543.15
1165;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;38;45;35;937.62;5135.97;4409.34;5496.17;7908.17;12855.97;1320.81;2299.39;22719.71;5014.79;3188.73;2162.97;2279.02;997.70;2637.39;2799.06;3916.33;1532.62
1166;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;38;45;35;2797.39;4086.71;5592.40;4892.27;11086.94;10632.47;932.51;1855.82;35907.75;5806.29;3338.45;2055.57;3230.52;1598.23;2769.63;6788.59;4093.77;1477.06
1167;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;38;45;35;835.97;2537.01;3436.74;2688.30;5175.74;8374.43;836.19;1388.11;23247.09;2758.26;6348.12;1578.57;2402.56;1218.61;4487.86;4820.17;2730.59;1260.58
1168;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;37;44;35;309.01;1498.40;3931.69;1694.70;6178.70;5085.71;692.31;1166.59;13168.68;4406.36;3234.25;1077.65;1450.28;799.91;2861.30;4301.16;4054.34;1324.75
1169;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;38;45;35;1643.47;4260.94;5833.62;3155.42;6790.46;8698.72;1306.96;2299.92;24809.88;3683.39;5103.78;2133.19;2686.48;1342.23;3599.54;4259.68;3335.43;1519.20
1170;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;38;45;35;1078.30;2133.37;3588.59;1711.05;5221.20;13066.05;1182.34;2114.88;19482.49;3931.55;4679.90;1916.57;2179.26;911.57;3565.47;2400.00;3334.73;1560.39
1171;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;38;45;35;1243.38;2133.37;4583.29;1547.60;6196.58;8944.05;633.91;1310.87;29672.53;3248.23;6883.28;1184.15;3083.19;1874.18;4123.61;8275.00;3133.35;1430.12
1172;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;38;45;35;1092.94;2091.75;5525.12;1844.39;5142.21;6559.11;797.66;1756.59;29188.43;3328.02;10782.19;1420.17;2805.41;1616.58;5037.90;8197.65;2787.62;1625.53
1173;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;38;45;35;1110.01;1721.03;4872.57;2886.16;5207.78;7628.56;713.38;1293.17;28549.42;3663.81;8401.77;1555.10;2767.05;1457.07;5197.71;7071.07;2948.16;1276.86
1174;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;38;45;35;656.25;1702.63;2462.23;2239.25;4929.10;7583.44;465.95;802.40;21978.18;3305.50;5992.01;1094.80;2176.96;1196.28;4313.44;7477.99;3211.51;1091.03
1175;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;38;45;35;949.81;2144.99;2876.45;3421.24;3929.87;7875.30;808.50;1502.89;25778.08;2918.32;4152.83;1618.73;2429.42;1240.94;3377.26;5462.48;3465.69;1344.87
1176;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;39;45;35;1049.02;3668.55;4533.31;3961.48;5502.11;12748.81;1340.07;2382.52;23676.52;3397.04;5447.75;2182.38;2546.05;1118.13;3946.76;3323.67;3085.47;1551.77
1177;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;38;45;35;1049.84;1939.78;2805.33;2422.48;5882.88;9716.00;703.75;1213.79;30907.27;3444.52;5325.34;1610.61;2942.00;1502.53;3844.54;6897.32;3270.65;1198.31
1178;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;39;45;35;1453.99;2316.32;3585.71;2618.62;7708.47;9481.24;660.40;1215.40;28637.13;3002.51;6189.29;1448.15;2746.33;1417.99;4463.53;7279.57;2768.61;1267.28
1179;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;38;45;35;1070.98;1932.04;3791.38;2986.81;6387.34;8447.04;865.69;1562.42;27929.77;3190.96;5481.13;1666.12;2636.60;1353.39;4041.67;6432.12;3004.49;1324.75
1180;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;39;46;35;1907.76;2757.71;3432.90;1856.43;5564.71;7400.15;815.72;1727.62;33530.53;3005.94;8726.51;1442.28;3175.27;1848.66;5408.64;8572.05;2817.90;1443.53
1181;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;38;46;35;3813.08;2012.38;4788.95;1048.65;4137.02;8877.08;554.45;624.86;20245.67;3440.60;10689.12;445.41;3277.33;2424.47;4696.36;8597.83;2604.55;734.70
1182;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;38;45;35;412.29;907.94;1961.52;1107.15;3124.37;5078.66;622.48;1568.32;36862.29;4586.49;11450.89;1506.81;3634.15;2170.06;6072.25;9947.48;3351.63;1553.69
1183;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;38;45;35;846.54;1586.48;5010.96;1556.20;5927.59;6860.84;614.05;1249.73;30834.38;2351.00;8830.71;1221.16;2813.85;1721.05;5292.63;9582.05;2280.65;1296.98
1184;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;38;46;35;1750.81;2409.24;6039.29;2282.26;4738.35;11001.88;670.64;1367.73;29891.23;3817.50;8636.47;1310.51;3229.76;1905.28;4425.40;8385.97;3097.44;1475.14
1185;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;38;45;35;864.43;1364.82;5217.59;2731.31;4534.18;6749.46;750.70;1484.12;27853.45;3265.36;8471.57;1521.71;2581.35;1365.36;4913.77;7332.26;2801.00;1416.71
1186;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;39;46;35;1205.97;2101.43;4462.19;2675.40;5517.02;10279.28;943.35;1626.25;32899.49;2599.66;6147.81;1911.61;3156.09;1550.38;4294.79;6173.18;2782.69;1329.54
1187;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;38;46;35;818.08;1475.16;7983.51;2141.18;8421.57;6068.45;824.15;1557.06;27093.70;3619.26;7974.85;1603.39;2592.09;1390.88;4606.31;6320.02;2662.29;1402.34
1188;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;38;46;35;1458.87;1853.64;4451.62;1356.62;2386.68;7345.16;819.94;1713.14;34534.04;1078.83;10566.71;1472.07;3341.02;2007.36;4208.79;8980.08;1238.55;1440.66
1189;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;39;46;35;1939.47;1999.80;6018.15;3093.48;9779.96;10435.08;706.76;1273.86;36371.35;3910.51;9389.14;1710.34;3430.03;1731.42;5331.57;7780.65;2710.17;1184.90
1190;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;39;46;35;1554.02;2095.62;5032.10;1557.92;5236.10;9496.05;732.64;1527.56;29719.23;3729.40;9402.29;1282.98;3180.65;1884.54;4988.41;7810.91;3141.80;1480.89
1191;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;39;46;35;1567.84;1668.76;6357.40;3040.14;6333.69;9314.16;667.63;1416.00;44661.43;4204.20;11269.80;1596.17;4137.53;2241.04;4790.46;9856.68;2870.01;1392.76
1192;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;39;46;35;2499.77;2226.30;6447.74;3371.34;8974.47;10079.06;780.20;1466.42;37503.57;3623.18;9179.73;1801.50;3684.79;1886.94;5332.38;8414.00;2846.77;1244.29
1193;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;39;46;35;2248.49;2081.10;3483.84;1266.30;5639.96;7610.23;967.43;2060.17;36485.25;5394.14;5384.01;1900.78;3251.24;1795.22;3795.05;8561.96;3777.62;1424.37
1194;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;39;47;36;3819.58;3852.46;7836.47;3380.80;8956.58;13094.25;757.93;1540.97;38600.49;4128.33;11386.14;1600.68;3885.07;2239.44;4820.48;9483.40;2853.81;1348.70
1195;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;39;46;35;922.98;2046.26;4093.15;3101.22;6257.69;7955.67;1289.50;2275.25;33257.16;3111.66;8026.45;2165.23;3201.36;1582.28;4971.37;5451.27;2638.35;1496.22
1196;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;39;46;35;452.14;948.60;3213.78;1615.56;8184.62;10029.01;1822.88;3941.19;18861.71;7412.78;2395.59;2371.46;2287.46;1069.48;1607.91;2226.25;5092.92;2122.67
1197;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;39;46;36;604.20;3560.14;8228.58;4777.00;10228.54;12498.55;1613.38;4107.47;15850.03;8430.42;2146.73;2150.79;2125.55;980.15;1382.38;1676.97;4995.75;2441.65
1198;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;39;46;36;1162.87;5026.59;5019.61;6009.75;8089.98;12918.71;1610.97;2980.03;20629.53;6239.97;2483.61;2390.42;2046.51;832.61;1848.04;1956.09;4093.77;1733.77
1199;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;39;46;36;954.69;2643.49;3559.76;2798.41;7576.58;9833.03;1154.65;1974.89;25979.70;4072.04;4708.23;2014.05;2687.24;1273.64;3480.28;4339.27;3632.57;1386.06
1200;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;39;46;36;879.07;1778.13;2764.96;3576.08;6060.97;7745.59;1045.09;1933.59;29408.27;3585.98;6019.33;1915.22;2803.11;1378.12;4143.89;6034.18;3230.52;1535.49
1201;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;39;46;36;955.51;1904.94;4357.44;1377.27;4962.63;9372.68;826.56;1826.85;28028.87;4513.55;8062.87;1401.67;2988.04;1707.49;4538.97;6277.43;3436.82;1622.66
1202;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;39;46;36;1255.57;1529.37;5539.54;1135.54;3860.57;7035.68;851.24;1923.40;28713.44;3638.35;10483.75;1507.72;2859.90;1645.29;4911.34;6383.92;2762.27;1695.46
1203;40302T5;4To3Ri2Re5Ta;4To;3Ri;2Re;5Ta;6.2;39;46;36;1670.30;2362.78;2601.58;2447.43;5806.13;8253.88;744.08;1582.81;37147.05;4423.98;9356.77;1617.38;3203.67;1705.90;4873.21;8281.72;3424.85;1424.37
