Brix	Messobjekt	Kurz	Tomate	Rispe	Reihe	Tag	Temp0	Temp1	Temp2	A_410	B_435	C_460	D_485	E_510	F_535	G_560	H_585	R_610	I_645	S_680	J_705	T_730	U_760	V_810	W_860	K_900	L_940
continuous	d	string	d	d	d	d	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous
class	meta	meta	meta	meta	meta	meta	meta	meta	meta																		
6.3	30401T5	3To4Ri2Re5Ta	3To	4Ri	2Re	5Ta	36	43	33	1733.73	2681.24	3432.9	1931.27	3170.57	6217.2	422.61	818.49	69066.9	3897.78	19081.8	1434.16	7807.74	4754.83	14714.5	30849.1	6013.92	1957.92
6.3	30401T5	3To4Ri2Re5Ta	3To	4Ri	2Re	5Ta	36	43	33	1114.08	2043.35	3285.86	2060.31	3597.54	4932.73	564.68	1099.54	51689.4	5166.04	15181.9	1360.6	5623.11	3373.52	11120.7	24897.8	7979.83	2510.61
6.3	30401T5	3To4Ri2Re5Ta	3To	4Ri	2Re	5Ta	36	43	33	1310.06	3231.04	5406.91	3736.09	9519.16	14887.7	825.35	1614.45	40278.3	5351.06	15998.3	1869.64	4429.12	2509	10625	15648.7	9409.2	3777.9
6.3	30401T5	3To4Ri2Re5Ta	3To	4Ri	2Re	5Ta	36	43	33	1933.78	2796.42	2405.53	2309.79	2101.29	8344.82	507.49	996.03	49720	3077.4	22603.3	1395.8	5884.77	3505.91	14748.6	24304.9	6651.15	2530.73
6.3	30401T5	3To4Ri2Re5Ta	3To	4Ri	2Re	5Ta	36	43	33	1458.87	2350.2	3866.34	1855.57	3447.76	5472.04	664.01	1421.9	57389.3	3773.94	22090.4	1838.95	5936.95	3517.87	14616.4	23572.9	5735.79	2993.39
6.3	30401T5	3To4Ri2Re5Ta	3To	4Ri	2Re	5Ta	37	43	33	1693.89	2940.65	3765.43	3341.23	5412.7	8007.14	661.61	1340.37	53112.1	3152.29	16102.5	1704.02	5945.39	3462.04	12161.5	20881.4	5929.42	3208.91
6.3	30401T5	3To4Ri2Re5Ta	3To	4Ri	2Re	5Ta	37	44	34	1955.74	2622.19	3522.28	1596.63	3513.33	5040.59	263.68	469.85	61640.3	5282.05	15819.2	1006.8	7812.34	4931.08	11805.4	33252.4	7531.3	1415.75
6.3	30401T5	3To4Ri2Re5Ta	3To	4Ri	2Re	5Ta	37	44	33	2504.64	5295.69	6952.3	3512.42	7275.55	21689.3	1116.12	2142.23	42466.5	4295.24	19788.9	2583.11	4880.32	2411.71	11531.2	9502.46	7629.17	4569.11
6.3	30401T5	3To4Ri2Re5Ta	3To	4Ri	2Re	5Ta	36	43	33	1108.39	2140.15	2443.97	1997.51	2311.42	5916.88	744.08	1620.89	46984	2209.05	14262.3	1845.72	4742.96	2726.73	11942.5	19445.5	5762.54	3837.28
6.3	30401T5	3To4Ri2Re5Ta	3To	4Ri	2Re	5Ta	37	44	33	1202.72	2174.03	2493.95	1836.65	2189.97	5746.98	838	1931.44	72287.1	2386.25	18421.2	2394.03	6792.54	3980.43	14822.4	23506.7	4238.82	4086.33
6.3	30401T5	3To4Ri2Re5Ta	3To	4Ri	2Re	5Ta	36	44	33	987.22	1847.83	2796.68	1405.66	2586.38	4176.99	667.63	1435.31	62701.9	3613.39	19133.4	1837.15	6154.11	3818.53	13012.5	26808	5558.35	3403.36
6.3	30401T5	3To4Ri2Re5Ta	3To	4Ri	2Re	5Ta	36	44	34	1362.92	2306.64	4309.39	1346.3	3345.68	4809.36	549.03	986.91	52084.7	3994.21	17582.5	1624.15	6508.62	3840.07	12399.2	23498.9	7018.7	2391.84
6.3	30401T5	3To4Ri2Re5Ta	3To	4Ri	2Re	5Ta	36	44	33	1387.31	2690.92	2777.46	3640.6	2271.93	8703.65	691.11	1380.6	45160.3	4148.4	15331.6	1611.06	4916.38	2765.81	12105.5	18266.2	8723.38	3516.39
6.3	30401T5	3To4Ri2Re5Ta	3To	4Ri	2Re	5Ta	37	44	34	1586.55	2608.64	4149.85	1805.68	3060.29	5849.9	441.27	958.48	71494.3	2492.95	18494	1708.08	8078.61	5010.83	13395.5	31951	4863.38	2653.34
6.3	30401T5	3To4Ri2Re5Ta	3To	4Ri	2Re	5Ta	36	43	33	2150.9	1836.21	2991.77	1343.72	2540.18	3951.4	574.92	1168.73	56815.2	3773.45	17759.5	1468	5815.71	3623.14	13217	27505.2	7979.12	3077.68
6.3	30401T5	3To4Ri2Re5Ta	3To	4Ri	2Re	5Ta	37	44	34	1378.37	1725.86	4403.57	1167.37	4549.82	3987.35	660.4	1120.46	56913.2	5203.24	8597.02	1667.47	6734.22	4083.31	5611.45	24143.4	11948.3	2935.92
6.3	30401T5	3To4Ri2Re5Ta	3To	4Ri	2Re	5Ta	37	44	34	1524.74	2530.24	2866.84	2313.23	3265.2	6061.4	486.42	960.09	57406.4	4237.48	12806.5	1410.24	6396.59	3942.15	10982	30997	9005.03	2786.49
6.3	30401T5	3To4Ri2Re5Ta	3To	4Ri	2Re	5Ta	37	44	33	2281.02	2743.19	3475.19	1965.68	2669.84	6426.58	414.18	809.91	63556.2	5540.99	23292.3	1520.35	7049.6	4454.16	14860.6	31479.1	9406.38	2504.87
6.3	30401T5	3To4Ri2Re5Ta	3To	4Ri	2Re	5Ta	37	44	34	1302.74	2191.45	2707.3	1329.96	1805.47	4441.36	461.74	861.94	48434	2446.94	14790.4	1265.83	6157.95	3660.63	11759.1	25049.2	6496.24	2212.71
6.3	30401T5	3To4Ri2Re5Ta	3To	4Ri	2Re	5Ta	37	44	34	1085.62	1889.45	2196.98	1531.26	2175.06	4709.96	694.12	1507.18	68503.1	2423.94	16267.4	2050.15	6863.9	4284.29	15417.1	28853.8	4557.08	3822.92
6.3	30401T5	3To4Ri2Re5Ta	3To	4Ri	2Re	5Ta	37	44	34	1306.81	2184.68	3298.35	1641.37	4596.02	4976.44	679.67	1394.54	63163.2	4797.46	14344.2	1819.1	6481	3812.95	10890.3	24200.6	8689.58	3486.7
6.3	30401T5	3To4Ri2Re5Ta	3To	4Ri	2Re	5Ta	37	44	34	1087.24	1451.93	4995.58	861.98	3996.19	2662.7	459.33	728.38	57203.6	4423	17065.6	1423.33	6786.4	4226.87	10081.5	28599.3	8714.23	1867.87
6.3	30401T5	3To4Ri2Re5Ta	3To	4Ri	2Re	5Ta	36	44	34	880.69	1577.77	2555.45	868	2956.72	2736.72	234.78	358.29	47670.8	2558.55	14021.5	609.68	5949.23	3778.66	10775.1	31066.5	5520.32	1015.36
6.3	30401T5	3To4Ri2Re5Ta	3To	4Ri	2Re	5Ta	36	43	34	1036.83	2085.94	2157.58	2152.36	1845.71	7555.95	756.12	1558.13	52391.1	2400.93	14778.2	1883.18	4924.05	2919.73	13910.6	21058.5	4582.43	4454.16
6.3	30401T5	3To4Ri2Re5Ta	3To	4Ri	2Re	5Ta	37	44	34	1561.34	2428.6	2650.6	1868.48	3830.76	5877.4	565.29	1210.57	63657.6	3540.45	13525.8	1715.76	6958.29	4115.21	12392.7	27497.4	6492.01	2913.88
6.3	30401T5	3To4Ri2Re5Ta	3To	4Ri	2Re	5Ta	37	44	34	1875.23	2629.94	4218.09	2053.43	3738.37	5950.72	775.39	1739.96	73804.3	3872.82	23324.7	2158.46	7328.15	4140.73	15013.1	23963	5198.54	3187.84
6.3	30401T5	3To4Ri2Re5Ta	3To	4Ri	2Re	5Ta	36	44	34	1078.3	1867.19	2910.08	1367.81	4640.73	3868.92	533.98	1108.66	50672.3	4436.21	12617.3	1477.48	5656.87	3411	9301.85	23541.5	8407.23	3274.05
6.3	30401T5	3To4Ri2Re5Ta	3To	4Ri	2Re	5Ta	37	44	34	1202.72	2126.6	2790.91	1626.74	2429.16	4789.62	796.46	1770.53	68627.3	3971.69	14233.9	2121.45	6828.61	3984.42	11271.6	22818.5	7277.82	3730.96
6.3	30401T5	3To4Ri2Re5Ta	3To	4Ri	2Re	5Ta	37	44	34	830.27	1556.47	1153.27	944.56	1084.92	2399.04	490.03	1027.13	44856.2	5261.98	20260.3	1361.5	5376.02	3426.15	14308.9	22228.8	11216	3349.72
6.3	30401T5	3To4Ri2Re5Ta	3To	4Ri	2Re	5Ta	37	44	34	1342.59	2224.36	2932.19	1283.5	1908.3	3518.54	375.05	779.34	59507.9	3995.68	18184.5	1223.86	7300.52	4549.86	11302.4	31512.7	7065.88	1973.24
6.3	30401T5	3To4Ri2Re5Ta	3To	4Ri	2Re	5Ta	37	44	34	772.54	2084.98	5721.18	1350.6	2551.36	3864.69	851.24	1897.12	67324.2	7308.52	24488	2287.98	7015.07	4575.38	14985.5	29079.1	9911.24	4139.98
6.3	30401T5	3To4Ri2Re5Ta	3To	4Ri	2Re	5Ta	37	44	34	958.76	1624.23	2650.6	1124.35	5601.22	2803.7	329.9	520.81	42696.6	3406.34	10648.6	1041.1	5292.38	3388.67	8772.1	29740.4	9021.22	1640.86
6.3	30401T5	3To4Ri2Re5Ta	3To	4Ri	2Re	5Ta	37	44	34	1578.41	2970.66	2621.77	3096.92	2570.73	8437.17	775.39	1684.72	61915.9	4332.93	11309.3	2179.22	6192.48	3380.7	9795.91	19002.7	9047.28	3986.72
6.3	30401T5	3To4Ri2Re5Ta	3To	4Ri	2Re	5Ta	36	44	34	960.38	1930.1	4100.84	1634.49	2077.45	4513.97	581.54	1189.65	60182.3	5730.42	20608.4	1762.69	6662.09	4236.44	14250.5	27856.1	10030.2	4515.47
6.3	30401T5	3To4Ri2Re5Ta	3To	4Ri	2Re	5Ta	37	44	34	1312.5	2200.16	1717.41	2263.33	1417.26	5591.88	630.3	1211.11	38765.7	3271.73	15666.4	1635.43	4903.34	2958.01	11681.3	23959.6	8374.84	3258.72
6.53333	40402T5	4To4Ri2Re5Ta	4To	4Ri	2Re	5Ta	37	42	33	1291.36	2151.77	2003.81	1021.12	1358.39	1545.31	834.38	1346.27	24858.9	6027.54	3601.48	2216.22	3018.74	1105.37	2866.98	2822.6	12901.6	5440.78
6.53333	40402T5	4To4Ri2Re5Ta	4To	4Ri	2Re	5Ta	37	43	33	1828.07	3385.91	2014.38	2136.01	1367.33	6681.78	1078.8	1774.29	54744.4	6004.04	3591.36	2069.56	6267.68	3678.17	2742.04	15773.2	12888.3	4548.99
6.53333	40402T5	4To4Ri2Re5Ta	4To	4Ri	2Re	5Ta	37	43	33	2241.17	3715.98	13116.5	2667.65	6582.57	6265.14	1383.41	2364.82	63034.5	5064.23	16392.8	2122.81	6159.48	3745.96	7298.05	18460.1	6171.64	3250.1
6.53333	40402T5	4To4Ri2Re5Ta	4To	4Ri	2Re	5Ta	37	43	33	1985.83	3952.16	6448.7	2964.44	4424.64	5037.06	2052.85	3699.83	55538.3	6890.5	13263.8	2966.25	3791.45	2153.31	7856.2	14517.7	9888.7	4564.32
6.53333	40402T5	4To4Ri2Re5Ta	4To	4Ri	2Re	5Ta	37	44	33	3948.88	3660.81	6127.71	2493.88	4657.87	7018.05	1181.14	2148.13	50640.4	6470.52	13710.9	1795.63	5778.11	3652.65	7487.07	23947.3	8951.52	3025.96
6.53333	40402T5	4To4Ri2Re5Ta	4To	4Ri	2Re	5Ta	36	43	33	1054.72	2181.77	5796.14	1606.96	4150.43	3089.21	752.51	1316.23	43496.2	6388.29	18267.4	1146.24	4313.25	2687.65	12227.2	17314.5	7571.44	2773.08
6.53333	40402T5	4To4Ri2Re5Ta	4To	4Ri	2Re	5Ta	36	43	33	1292.98	2865.15	4538.12	2253.87	3289.05	5174.54	1447.23	2430.26	34620.6	6038.79	10488.8	1764.04	3155.32	1930.8	7839.16	11744.4	10538.6	3369.84
6.53333	40402T5	4To4Ri2Re5Ta	4To	4Ri	2Re	5Ta	37	43	33	806.69	2442.15	4677.47	1808.26	3781.59	3673.64	1344.89	2382.52	30703.4	6465.63	11278.9	2084.9	3037.92	1941.17	6936.23	11170.5	10528	4656.28
6.53333	40402T5	4To4Ri2Re5Ta	4To	4Ri	2Re	5Ta	36	43	33	914.85	1752	3176.3	1261.13	2370.29	3479.77	904.82	1532.39	26076.5	4720.61	10154	1280.72	3144.58	2211.53	6433.25	23206.3	10113.3	3139.95
6.53333	40402T5	4To4Ri2Re5Ta	4To	4Ri	2Re	5Ta	37	43	34	1817.49	3563.04	5188.75	2493.88	3571.46	7209.81	1170.91	1944.32	34604.7	5421.06	10644.6	1595.72	3384.76	1968.28	5673.11	9938.51	9219.08	3344.93
6.53333	40402T5	4To4Ri2Re5Ta	4To	4Ri	2Re	5Ta	37	44	33	1625.58	2159.51	3842.31	1369.53	2326.33	2175.56	943.35	1504.5	65923.1	5388.76	31042.5	1434.61	7834.6	4860.1	15308.4	29182.2	8415.68	3071.94
6.53333	40402T5	4To4Ri2Re5Ta	4To	4Ri	2Re	5Ta	37	44	34	3791.12	2881.6	4614.04	1669.76	3192.18	4006.39	622.48	1113.49	45516.9	5630.07	14094.3	1471.16	4987.74	3051.32	9110.4	22874.5	8015.03	2877.48
6.53333	40402T5	4To4Ri2Re5Ta	4To	4Ri	2Re	5Ta	37	43	33	1282.41	3291.05	3644.33	2425.06	2606.5	4619.01	1954.72	3616.16	28278.3	2905.1	11997.2	2756.4	1487.88	826.23	8991.95	5664.26	5783.67	5572.97
6.53333	40402T5	4To4Ri2Re5Ta	4To	4Ri	2Re	5Ta	37	43	33	956.32	2664.78	4252.68	2019.02	2661.64	5715.25	1074.58	1855.82	28549.4	3979.52	14782.3	1571.35	2556.79	1505.72	10504.1	8667.33	8802.95	4003
6.53333	40402T5	4To4Ri2Re5Ta	4To	4Ri	2Re	5Ta	37	44	34	2333.87	3643.38	6772.58	2518.83	4575.9	8953.21	432.84	612.53	43300.2	5969.29	11227.3	907.97	5917	3588.85	6367.54	17871.6	7151.07	1907.15
6.53333	40402T5	4To4Ri2Re5Ta	4To	4Ri	2Re	5Ta	37	44	34	1943.54	3806	7260.8	2452.59	9917.07	13612.4	1010.17	1583.34	27146.1	3997.15	23081.8	1352.93	3277.33	2001.78	11933.6	11793.7	7711.56	3939.78
6.53333	40402T5	4To4Ri2Re5Ta	4To	4Ri	2Re	5Ta	37	44	34	1781.71	2354.07	3086.92	2575.61	3461.92	4908.05	544.82	846.38	42333.2	1447.9	22422.2	854.72	5695.24	3762.71	19762.2	44248	2499.64	1787.41
6.53333	40402T5	4To4Ri2Re5Ta	4To	4Ri	2Re	5Ta	37	44	34	1917.52	3443.99	4224.81	2354.52	2888.91	6813.61	972.24	1675.06	43368.6	4308.95	14912.8	1647.61	4066.16	2366.25	8984.65	11287	6379.35	3129.41
6.53333	40402T5	4To4Ri2Re5Ta	4To	4Ri	2Re	5Ta	37	44	34	2439.59	3636.61	6541.92	2450.01	4384.4	7616.58	649.57	1036.25	42256.9	7653.61	11610.7	1276.66	5538.7	3376.71	6902.16	16420	8632.55	2398.54
6.53333	40402T5	4To4Ri2Re5Ta	4To	4Ri	2Re	5Ta	37	44	34	2295.65	5065.31	6708.19	13675.5	9826.16	12534.5	1517.66	2628.71	32643.2	3820.44	24860.3	2593.04	3717.79	2182.82	12498.2	13256.6	5694.24	4816.24
6.53333	40402T5	4To4Ri2Re5Ta	4To	4Ri	2Re	5Ta	37	45	34	1950.86	1638.75	2271.94	1233.61	2097.57	3046.91	794.65	1236.85	61049.1	2342.68	28825	1245.98	7169.31	4431.83	16029.6	33519.2	2534.84	2005.81
6.53333	40402T5	4To4Ri2Re5Ta	4To	4Ri	2Re	5Ta	37	44	34	1944.35	1980.44	12834.9	1274.9	14262	3689.15	495.45	747.69	66812.8	4804.8	19203.2	1121.42	8086.28	4915.13	10784	36591.8	8267.81	1546.03
6.53333	40402T5	4To4Ri2Re5Ta	4To	4Ri	2Re	5Ta	37	44	34	2149.28	3700.49	6508.29	2468.93	4103.49	7734.31	1069.17	1690.62	38343.1	6870.92	11558.1	1625.5	4052.35	2355.88	6832.39	10964.2	8679.73	2892.81
6.53333	40402T5	4To4Ri2Re5Ta	4To	4Ri	2Re	5Ta	38	45	34	1668.68	1916.55	2595.82	2102.47	3173.55	4828.39	1378.6	2309.58	43124.8	3925.19	23495.6	2097.54	4565.7	2770.59	13247.8	20305.2	5375.98	3689.77
6.53333	40402T5	4To4Ri2Re5Ta	4To	4Ri	2Re	5Ta	37	44	34	1101.07	2600.9	3506.9	1816.86	2427.67	3938.71	1061.34	1969.52	43095.2	3593.32	21431.8	1852.49	4553.43	2836.79	12352.2	18308.8	4878.87	3260.64
6.53333	40402T5	4To4Ri2Re5Ta	4To	4Ri	2Re	5Ta	37	44	34	1485.71	3139.08	3316.61	2246.99	2666.86	5146.34	1468.9	2710.24	37421.6	3439.62	27964.1	2190.5	2985.74	1757.74	16807.6	11025.9	5253.46	4207.03
6.53333	40402T5	4To4Ri2Re5Ta	4To	4Ri	2Re	5Ta	38	44	34	1832.13	3537.88	5855.73	2536.03	3898.57	5857.66	1603.75	3012.21	46905.4	4055.39	23586.7	2621.47	4060.79	2430.85	11854.9	15174.6	5987.16	4374.66
6.53333	40402T5	4To4Ri2Re5Ta	4To	4Ri	2Re	5Ta	38	45	34	1931.34	2269.86	5989.32	2930.03	11551.2	5753.32	942.14	1596.22	62837.4	6526.81	17570.4	1663.86	6907.64	4269.93	9422.73	26663.4	10161.9	2763.5
6.53333	40402T5	4To4Ri2Re5Ta	4To	4Ri	2Re	5Ta	37	44	34	1542.63	1611.65	3928.81	2090.42	2984.29	3749.07	699.53	1133.87	65230.6	6168.02	16806.6	1081.71	7145.52	4500.42	8913.26	30123.8	8899.41	1934.93
6.53333	40402T5	4To4Ri2Re5Ta	4To	4Ri	2Re	5Ta	38	44	34	1099.44	1727.8	9567.34	1411.68	13826.1	3371.91	843.41	1322.67	57897.3	4937.45	11611.7	1479.29	6184.04	3899.88	7221.79	24588.5	12194.7	2668.67
6.53333	40402T5	4To4Ri2Re5Ta	4To	4Ri	2Re	5Ta	37	45	34	973.4	2841.92	5017.69	1774.71	3686.95	4941.89	1436.99	2612.09	33969.1	6519.96	13785.8	2276.69	3706.28	2386.98	8424.89	19099.1	9889.41	4276.95
6.53333	40402T5	4To4Ri2Re5Ta	4To	4Ri	2Re	5Ta	38	45	34	1546.7	1809.11	4506.4	2086.98	3782.33	4393.42	583.95	907.53	71721	6587.51	13770.6	1306.45	7946.63	4962.98	8911.64	29923.2	9993.62	1890.86
6.53333	40402T5	4To4Ri2Re5Ta	4To	4Ri	2Re	5Ta	38	45	34	2092.35	3697.59	4461.23	2540.34	6595.98	7240.82	1073.98	1819.34	43310.5	5422.04	19929.5	1608.8	4375.4	2615.07	10467.6	13525.6	9785.2	2815.22
6.53333	40402T5	4To4Ri2Re5Ta	4To	4Ri	2Re	5Ta	38	44	34	2429.02	3278.47	5150.31	2248.71	3516.32	5214.72	1325.62	2455.47	42266	4981.5	6461.42	2080.84	3889.67	2343.92	3835.61	14534.5	8317.81	3825.79
6.53333	40402T5	4To4Ri2Re5Ta	4To	4Ri	2Re	5Ta	38	45	35	2507.08	4137.04	6270.91	2825.94	4542.37	6371.59	1922.21	3397.86	72796.2	3102.85	16335.1	2625.98	5120.49	2985.92	7180.42	16120.7	4326.13	3840.16
6.53333	40402T5	4To4Ri2Re5Ta	4To	4Ri	2Re	5Ta	38	45	35	2136.27	3226.2	4661.13	3706.84	8469.26	5034.24	1379.8	2356.24	68658	8078.48	10100.3	1841.21	7037.32	4643.17	5230.16	22364.5	13647.3	2936.87
6.53333	40402T5	4To4Ri2Re5Ta	4To	4Ri	2Re	5Ta	38	45	35	2046.81	5137.91	6616.89	7789.62	4898.55	17725.2	1184.75	2230.73	44448.4	4223.78	23137.5	2037.52	4930.96	3020.22	11899.5	19998.1	5568.91	4321.02
6.53333	40402T5	4To4Ri2Re5Ta	4To	4Ri	2Re	5Ta	38	45	35	1687.38	3963.78	7328.07	2925.73	4806.9	6934.16	1626.02	3077.11	37528.6	7230.2	9550	2661.63	3727	2239.44	4011.66	11576.2	9425.39	4449.37
6.53333	40402T5	4To4Ri2Re5Ta	4To	4Ri	2Re	5Ta	38	45	35	1924.84	3774.06	6762.97	2678.84	4774.11	6045.89	1830.1	3389.81	51684.9	4292.31	16121.7	2813.26	4038.54	2306.43	7257.49	13525.6	5166.85	4179.25
6.53333	40402T5	4To4Ri2Re5Ta	4To	4Ri	2Re	5Ta	39	45	35	2353.39	3994.75	3381.96	5338.75	6958.86	10809.4	1065.55	1844.55	73109.5	6226.76	19623	1730.65	7957.37	5068.25	10083.1	23315	9372.58	2806.6
6.53333	40402T5	4To4Ri2Re5Ta	4To	4Ri	2Re	5Ta	38	45	35	1969.56	2335.68	3039.83	1954.5	3044.64	4456.87	1259.4	2217.32	59050.1	4271.26	26541.7	1902.13	6240.05	3931.78	13315.1	21604.4	5583.7	3207
6.53333	40402T5	4To4Ri2Re5Ta	4To	4Ri	2Re	5Ta	39	45	35	3754.53	3607.57	6268.98	2448.29	4264.44	7300.75	943.35	1565.11	32345.9	6960.99	14526.3	1465.75	4591.79	2912.55	7921.91	14459.4	8730.42	2410.04
6.53333	40402T5	4To4Ri2Re5Ta	4To	4Ri	2Re	5Ta	38	45	35	2860.01	3837.94	7158.92	2747.66	4710.03	6712.8	1625.42	3019.72	30562.1	8264.49	8245.98	2401.7	3267.36	2022.52	3787.75	9662.75	10466.1	4102.62
6.53333	40402T5	4To4Ri2Re5Ta	4To	4Ri	2Re	5Ta	38	45	35	2148.46	4194.15	4475.65	8531.16	3123.63	10661.4	1583.28	2855.06	45071.5	5094.08	22925	2587.62	4670.06	2792.12	13354.9	12572.8	6193.47	4682.14
6.53333	40402T5	4To4Ri2Re5Ta	4To	4Ri	2Re	5Ta	39	45	35	2100.49	2862.24	20397.5	3263.81	25228.2	6294.04	1335.86	2281.69	63945.7	6134.24	22489	1750.05	6695.09	4247.6	9343.23	23858.7	9373.99	2999.14
6.53333	40402T5	4To4Ri2Re5Ta	4To	4Ri	2Re	5Ta	38	45	35	7957.12	4242.55	4639.03	2305.49	3170.57	6957.42	1440.61	2466.2	30143	5306.52	18699.4	2000.96	3891.98	2501.03	11806.2	11498.9	7036.3	2980.94
6.53333	40402T5	4To4Ri2Re5Ta	4To	4Ri	2Re	5Ta	38	45	35	827.83	2000.76	4713.03	1440.07	2751.06	4296.13	1228.1	2144.92	55904	7342.3	8135.71	2750.99	4393.82	2067.97	6671.76	11843	10848.4	4457.99
6.6	50402T5	5To4Ri2Re5Ta	5To	4Ri	2Re	5Ta	36	41	34	506.62	802.44	1064.85	400.02	863.62	860.78	290.77	459.13	21133	2144.93	13621.9	923.31	3068.61	2322.38	14713.7	34024.8	6846.19	2608.32
6.6	50402T5	5To4Ri2Re5Ta	5To	4Ri	2Re	5Ta	37	43	34	957.95	2133.37	3178.22	1950.2	1926.19	6384.28	927.09	2031.74	40304.5	3657.93	13200	2048.8	3348.69	1697.13	10706.1	10904.8	8896.59	4905.33
6.6	50402T5	5To4Ri2Re5Ta	5To	4Ri	2Re	5Ta	37	43	34	1478.39	2591.22	4781.27	2106.77	3540.91	5942.26	853.65	1662.19	56285.6	5108.28	17234.5	1900.78	5849.47	3406.22	11205.9	22379	8469.9	3508.73
6.6	50402T5	5To4Ri2Re5Ta	5To	4Ri	2Re	5Ta	37	43	34	1510.11	4220.29	2958.14	4807.11	6615.35	11794.3	1247.36	2110.05	52886.6	3373.05	17901.2	2072.72	5678.35	3539.4	12172.9	21486.7	6741.27	4032.69
6.6	50402T5	5To4Ri2Re5Ta	5To	4Ri	2Re	5Ta	37	43	34	1362.92	2742.22	4502.56	2042.25	2672.07	6129.08	853.05	1697.05	42710.2	5627.14	17288.1	1725.68	4373.87	2428.45	9385.41	13152.3	10074.6	3519.27
6.6	50402T5	5To4Ri2Re5Ta	5To	4Ri	2Re	5Ta	37	44	34	1379.99	2177.9	3634.72	1772.13	2859.1	4906.64	649.57	1153.18	51995.8	5294.28	18452.5	1661.15	6078.91	3584.86	12683.2	21147.1	9060.66	3396.66
6.6	50402T5	5To4Ri2Re5Ta	5To	4Ri	2Re	5Ta	37	44	34	1585.73	4492.28	7979.67	4610.11	9543.75	13678.7	830.77	1587.1	41531.3	3659.89	16717.5	1815.94	4826.6	2784.15	10299.7	16695.7	7743.24	3601.65
6.6	50402T5	5To4Ri2Re5Ta	5To	4Ri	2Re	5Ta	37	44	34	1913.45	2538.95	4919.66	1463.29	2678.03	3750.48	598.4	1276.54	67687.6	5329.53	24366.7	1469.36	7327.38	4446.98	13476.6	28960.2	8940.96	3042.24
6.6	50402T5	5To4Ri2Re5Ta	5To	4Ri	2Re	5Ta	37	44	34	1123.02	1755.87	3339.68	1547.6	2637.05	4682.46	1032.44	2036.57	45333.5	3998.12	24599.3	2186.44	4426.81	2396.55	14307.3	14535.6	6996.87	4089.21
6.6	50402T5	5To4Ri2Re5Ta	5To	4Ri	2Re	5Ta	38	44	34	1512.54	2194.36	2690	2006.12	2614.7	6067.74	652.58	1221.83	49803.2	4935.98	10221.7	1632.72	5671.45	3393.46	6511.13	23806	12378.5	2727.1
6.6	50402T5	5To4Ri2Re5Ta	5To	4Ri	2Re	5Ta	37	44	34	1571.91	2555.4	2700.57	2101.6	3913.48	6537.26	774.78	1502.89	44361.9	4322.65	17908.3	1760.88	4787.47	2619.86	10647.7	13541.3	8737.46	3570.99
6.6	50402T5	5To4Ri2Re5Ta	5To	4Ri	2Re	5Ta	37	44	34	1684.94	2732.54	4613.08	1716.21	3066.25	5329.63	432.84	801.33	57724.2	4823.89	19095.9	1031.62	7068.02	4324.96	11206.7	22844.2	7846.75	2028.8
6.6	50402T5	5To4Ri2Re5Ta	5To	4Ri	2Re	5Ta	37	44	34	1057.16	1993.99	2125.86	2333.01	2087.88	7226.73	617.06	1100.08	44605.6	3322.63	14718.5	1383.62	5221.02	3155	10417.3	24339.6	9257.81	3117.91
6.6	50402T5	5To4Ri2Re5Ta	5To	4Ri	2Re	5Ta	37	44	34	1484.9	3399.46	3238.77	4456.12	5413.44	14765	939.73	1700.81	33425.7	3630.03	14343.2	1931.92	4174.36	2312.02	11080.9	14790.1	7250.36	4317.19
6.6	50402T5	5To4Ri2Re5Ta	5To	4Ri	2Re	5Ta	38	44	34	1428.79	2128.53	2699.61	1678.36	2773.41	5024.38	533.38	935.42	52975.4	3527.24	19045.4	1364.66	6391.22	3857.61	14605	27412.2	5696.36	2379.39
6.6	50402T5	5To4Ri2Re5Ta	5To	4Ri	2Re	5Ta	38	44	34	1350.72	1550.66	3234.92	1190.59	4566.22	3879.49	710.37	1215.93	67610.1	5021.15	13101.9	1838.5	7031.95	4139.94	9429.22	26637.6	9319.07	2913.88
6.6	50402T5	5To4Ri2Re5Ta	5To	4Ri	2Re	5Ta	37	44	34	1429.6	2474.09	4104.68	1612.98	2772.67	4607.03	744.08	1549.55	60981.9	4855.22	16179.4	1681.46	5927.74	3502.72	11065.5	23899.1	8681.84	3382.29
6.6	50402T5	5To4Ri2Re5Ta	5To	4Ri	2Re	5Ta	37	44	34	1518.24	2267.92	4097.95	1670.62	3018.56	5333.16	836.19	1648.78	52802.3	3855.19	18016.5	1766.75	5289.31	3131.07	13372.7	21471	6799.01	3470.42
6.6	50402T5	5To4Ri2Re5Ta	5To	4Ri	2Re	5Ta	37	44	34	1534.5	2778.03	4072.97	2336.45	3783.08	9111.13	787.43	1483.58	57060.1	5095.06	15977	2153.95	5495.73	2930.1	10388.9	17117.2	9314.84	4157.22
6.6	50402T5	5To4Ri2Re5Ta	5To	4Ri	2Re	5Ta	37	44	34	877.44	1886.55	4335.33	1434.91	3099.78	4466.03	810.3	1647.17	49316.8	5649.65	19722.2	1672.43	4849.62	2749.86	12615	20672.9	10671	3682.11
